Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.048000,Auto
Start Frequency,+1.155000000e+09
Stop Frequency,+1.655000000e+09
Offset Frequency,+0.000000000e+00
Average Type,Log Pwr
RBW,1000000.000000,Auto
VBW,1000000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
PreAmp State,ON
Ref Level,-4.000000000e+01
Attenuation,1,Manual
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
External Trigger Edge,FALL
Video Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,View,View,View,View
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
1.339000e+09,-8.461696e+01,-8.416046e+01,-7.787834e+01,-7.706557e+01
1.339667e+09,-8.465420e+01,-8.428861e+01,-7.763659e+01,-7.702540e+01
1.340333e+09,-8.508060e+01,-8.442726e+01,-7.754068e+01,-7.723106e+01
1.341000e+09,-8.494817e+01,-8.453107e+01,-7.822107e+01,-7.702179e+01
1.341667e+09,-8.485516e+01,-8.437199e+01,-7.789424e+01,-7.719666e+01
1.342333e+09,-8.478140e+01,-8.436893e+01,-7.791911e+01,-7.695830e+01
1.343000e+09,-8.506426e+01,-8.429750e+01,-7.807315e+01,-7.709096e+01
1.343667e+09,-8.481782e+01,-8.444408e+01,-7.816175e+01,-7.688395e+01
1.344333e+09,-8.476476e+01,-8.390177e+01,-7.774542e+01,-7.721135e+01
1.345000e+09,-8.486611e+01,-8.421836e+01,-7.801403e+01,-7.692366e+01
1.345667e+09,-8.470324e+01,-8.432681e+01,-7.775421e+01,-7.688605e+01
1.346333e+09,-8.487834e+01,-8.406948e+01,-7.769108e+01,-7.697202e+01
1.347000e+09,-8.510708e+01,-8.415051e+01,-7.784873e+01,-7.660819e+01
1.347667e+09,-8.496733e+01,-8.407129e+01,-7.775416e+01,-7.654089e+01
1.348333e+09,-8.459781e+01,-8.430322e+01,-7.770261e+01,-7.660586e+01
1.349000e+09,-8.489015e+01,-8.432567e+01,-7.782583e+01,-7.648698e+01
1.349667e+09,-8.453906e+01,-8.445885e+01,-7.772773e+01,-7.629124e+01
1.350333e+09,-8.497308e+01,-8.406392e+01,-7.778601e+01,-7.618363e+01
1.351000e+09,-8.431005e+01,-8.408331e+01,-7.755331e+01,-7.629715e+01
1.351667e+09,-8.465498e+01,-8.393504e+01,-7.738492e+01,-7.626280e+01
1.352333e+09,-8.450661e+01,-8.356371e+01,-7.725410e+01,-7.581211e+01
1.353000e+09,-8.495998e+01,-8.341858e+01,-7.728400e+01,-7.627953e+01
1.353667e+09,-8.482716e+01,-8.183708e+01,-7.740622e+01,-7.645624e+01
1.354333e+09,-8.451027e+01,-8.220679e+01,-7.709879e+01,-7.626855e+01
1.355000e+09,-8.451551e+01,-8.317709e+01,-7.718438e+01,-7.630508e+01
1.355667e+09,-8.459123e+01,-8.353776e+01,-7.713430e+01,-7.611272e+01
1.356333e+09,-8.455776e+01,-8.373335e+01,-7.713246e+01,-7.600212e+01
1.357000e+09,-8.467009e+01,-8.356168e+01,-7.722401e+01,-7.597723e+01
1.357667e+09,-8.451354e+01,-8.362011e+01,-7.729997e+01,-7.596247e+01
1.358333e+09,-8.484836e+01,-8.384916e+01,-7.712075e+01,-7.579733e+01
1.359000e+09,-8.447080e+01,-8.363826e+01,-7.690652e+01,-7.592705e+01
1.359667e+09,-8.416929e+01,-8.374722e+01,-7.663389e+01,-7.575802e+01
1.360333e+09,-8.467351e+01,-8.405950e+01,-7.709080e+01,-7.600525e+01
1.361000e+09,-8.440816e+01,-8.371546e+01,-7.688745e+01,-7.602302e+01
1.361667e+09,-8.415830e+01,-8.391021e+01,-7.664631e+01,-7.601721e+01
1.362333e+09,-8.465997e+01,-8.386674e+01,-7.701483e+01,-7.577935e+01
1.363000e+09,-8.445996e+01,-8.396243e+01,-7.688649e+01,-7.576370e+01
1.363667e+09,-8.489814e+01,-8.424981e+01,-7.687116e+01,-7.595733e+01
1.364333e+09,-8.471968e+01,-8.363398e+01,-7.681911e+01,-7.595345e+01
1.365000e+09,-8.486903e+01,-8.376796e+01,-7.706841e+01,-7.610301e+01
1.365667e+09,-8.462214e+01,-8.398460e+01,-7.711646e+01,-7.586589e+01
1.366333e+09,-8.453578e+01,-8.373364e+01,-7.722687e+01,-7.583855e+01
1.367000e+09,-8.444968e+01,-8.376947e+01,-7.707529e+01,-7.565590e+01
1.367667e+09,-8.446000e+01,-8.399925e+01,-7.716000e+01,-7.569599e+01
1.368333e+09,-8.423635e+01,-8.369921e+01,-7.717837e+01,-7.576362e+01
1.369000e+09,-8.465080e+01,-8.407351e+01,-7.711277e+01,-7.574781e+01
1.369667e+09,-8.413417e+01,-8.398832e+01,-7.717920e+01,-7.530497e+01
1.370333e+09,-8.432598e+01,-8.372253e+01,-7.676244e+01,-7.557840e+01
1.371000e+09,-8.443748e+01,-8.356511e+01,-7.653471e+01,-7.582568e+01
1.371667e+09,-8.422228e+01,-8.318801e+01,-7.672185e+01,-7.592889e+01
1.372333e+09,-8.440312e+01,-8.296019e+01,-7.674048e+01,-7.556250e+01
1.373000e+09,-8.442690e+01,-8.311871e+01,-7.685586e+01,-7.523814e+01
1.373667e+09,-8.420660e+01,-8.322237e+01,-7.666702e+01,-7.554989e+01
1.374333e+09,-8.423203e+01,-8.352573e+01,-7.679917e+01,-7.537512e+01
1.375000e+09,-8.423994e+01,-8.379469e+01,-7.678917e+01,-7.535047e+01
1.375667e+09,-8.447983e+01,-8.321663e+01,-7.640754e+01,-7.520717e+01
1.376333e+09,-8.391457e+01,-8.372136e+01,-7.684902e+01,-7.553210e+01
1.377000e+09,-8.394890e+01,-8.337930e+01,-7.649945e+01,-7.538552e+01
1.377667e+09,-8.373853e+01,-8.381000e+01,-7.653000e+01,-7.552793e+01
1.378333e+09,-8.402236e+01,-8.302038e+01,-7.632731e+01,-7.521592e+01
1.379000e+09,-8.424954e+01,-8.341150e+01,-7.635197e+01,-7.494105e+01
1.379667e+09,-8.402847e+01,-8.317715e+01,-7.601895e+01,-7.521242e+01
1.380333e+09,-8.427920e+01,-8.358315e+01,-7.606794e+01,-7.518654e+01
1.381000e+09,-8.412565e+01,-8.326820e+01,-7.643123e+01,-7.510679e+01
1.381667e+09,-8.400498e+01,-8.339169e+01,-7.623016e+01,-7.515659e+01
1.382333e+09,-8.428717e+01,-8.332050e+01,-7.639223e+01,-7.539056e+01
1.383000e+09,-8.437923e+01,-8.318809e+01,-7.612480e+01,-7.545295e+01
1.383667e+09,-8.417165e+01,-8.346266e+01,-7.629515e+01,-7.519124e+01
1.384333e+09,-8.401953e+01,-8.365169e+01,-7.633827e+01,-7.559784e+01
1.385000e+09,-8.407872e+01,-8.351838e+01,-7.620954e+01,-7.544210e+01
1.385667e+09,-8.418663e+01,-8.357604e+01,-7.634593e+01,-7.528477e+01
1.386333e+09,-8.445044e+01,-8.372413e+01,-7.616584e+01,-7.501710e+01
1.387000e+09,-8.430941e+01,-8.344053e+01,-7.612166e+01,-7.531499e+01
1.387667e+09,-8.416174e+01,-8.380295e+01,-7.631956e+01,-7.548948e+01
1.388333e+09,-8.425352e+01,-8.347770e+01,-7.612005e+01,-7.547153e+01
1.389000e+09,-8.445758e+01,-8.318946e+01,-7.617101e+01,-7.518845e+01
1.389667e+09,-8.468923e+01,-8.344499e+01,-7.652149e+01,-7.570136e+01
1.390333e+09,-8.448986e+01,-8.352015e+01,-7.665552e+01,-7.530231e+01
1.391000e+09,-8.437750e+01,-8.347669e+01,-7.654002e+01,-7.567591e+01
1.391667e+09,-8.439602e+01,-8.368752e+01,-7.667372e+01,-7.544240e+01
1.392333e+09,-8.466956e+01,-8.371650e+01,-7.665552e+01,-7.562409e+01
1.393000e+09,-8.432058e+01,-8.359508e+01,-7.662254e+01,-7.531141e+01
1.393667e+09,-8.425883e+01,-8.351975e+01,-7.643861e+01,-7.568370e+01
1.394333e+09,-8.423160e+01,-8.344715e+01,-7.641007e+01,-7.536278e+01
1.395000e+09,-8.380262e+01,-8.357597e+01,-7.628952e+01,-7.542341e+01
1.395667e+09,-8.409091e+01,-8.350098e+01,-7.643320e+01,-7.517340e+01
1.396333e+09,-8.376195e+01,-8.331013e+01,-7.606137e+01,-7.495231e+01
1.397000e+09,-8.397486e+01,-8.350422e+01,-7.590621e+01,-7.520663e+01
1.397667e+09,-8.385305e+01,-8.332286e+01,-7.618716e+01,-7.514196e+01
1.398333e+09,-8.392621e+01,-8.333878e+01,-7.626633e+01,-7.494643e+01
1.399000e+09,-8.422189e+01,-8.304429e+01,-7.628728e+01,-7.517383e+01
1.399667e+09,-8.399151e+01,-8.306579e+01,-7.631587e+01,-7.526198e+01
1.400333e+09,-8.429877e+01,-8.298005e+01,-7.604213e+01,-7.502085e+01
1.401000e+09,-8.406333e+01,-8.347971e+01,-7.617663e+01,-7.557006e+01
1.401667e+09,-8.362555e+01,-8.330482e+01,-7.648581e+01,-7.528191e+01
1.402333e+09,-8.376551e+01,-8.323381e+01,-7.581828e+01,-7.538561e+01
1.403000e+09,-8.369752e+01,-8.311628e+01,-7.605782e+01,-7.531894e+01
1.403667e+09,-8.382637e+01,-8.318065e+01,-7.563460e+01,-7.522828e+01
1.404333e+09,-8.359241e+01,-8.300833e+01,-7.562693e+01,-7.543747e+01
1.405000e+09,-8.384518e+01,-8.324715e+01,-7.558227e+01,-7.547705e+01
1.405667e+09,-8.380867e+01,-8.340932e+01,-7.569727e+01,-7.525330e+01
1.406333e+09,-8.366690e+01,-8.355193e+01,-7.569845e+01,-7.573996e+01
1.407000e+09,-8.419568e+01,-8.327735e+01,-7.592603e+01,-7.564305e+01
1.407667e+09,-8.403998e+01,-8.356543e+01,-7.568065e+01,-7.564278e+01
1.408333e+09,-8.386834e+01,-8.330589e+01,-7.570988e+01,-7.561134e+01
1.409000e+09,-8.366625e+01,-8.317317e+01,-7.565689e+01,-7.565486e+01
1.409667e+09,-8.438587e+01,-8.367407e+01,-7.564837e+01,-7.544669e+01
1.410333e+09,-8.374852e+01,-8.346947e+01,-7.596585e+01,-7.552117e+01
1.411000e+09,-8.397414e+01,-8.300911e+01,-7.547670e+01,-7.556080e+01
1.411667e+09,-8.380766e+01,-8.332079e+01,-7.579789e+01,-7.541024e+01
1.412333e+09,-8.392777e+01,-8.340258e+01,-7.579442e+01,-7.571301e+01
1.413000e+09,-8.390839e+01,-8.337690e+01,-7.614289e+01,-7.541380e+01
1.413667e+09,-8.413854e+01,-8.330400e+01,-7.613992e+01,-7.552732e+01
1.414333e+09,-8.390993e+01,-8.327049e+01,-7.593393e+01,-7.574008e+01
1.415000e+09,-8.381220e+01,-8.320405e+01,-7.587467e+01,-7.539771e+01
1.415667e+09,-8.423537e+01,-8.327049e+01,-7.612056e+01,-7.567490e+01
1.416333e+09,-8.382830e+01,-8.321761e+01,-7.569256e+01,-7.519229e+01
1.417000e+09,-8.386829e+01,-8.323083e+01,-7.574401e+01,-7.544653e+01
1.417667e+09,-8.385946e+01,-8.289685e+01,-7.559205e+01,-7.528436e+01
1.418333e+09,-8.401256e+01,-8.302670e+01,-7.576998e+01,-7.535642e+01
1.419000e+09,-8.396292e+01,-8.308875e+01,-7.579454e+01,-7.527360e+01
1.419667e+09,-8.376767e+01,-8.314402e+01,-7.593387e+01,-7.515605e+01
1.420333e+09,-8.319685e+01,-8.241601e+01,-7.571161e+01,-7.524320e+01
1.421000e+09,-8.352651e+01,-8.234040e+01,-7.635136e+01,-7.531763e+01
1.421667e+09,-8.399114e+01,-8.074058e+01,-7.620702e+01,-7.515722e+01
1.422333e+09,-8.349161e+01,-7.782832e+01,-7.616106e+01,-7.483249e+01
1.423000e+09,-8.373462e+01,-7.960025e+01,-7.599102e+01,-7.498383e+01
1.423667e+09,-8.384624e+01,-8.279621e+01,-7.604905e+01,-7.548701e+01
1.424333e+09,-8.386825e+01,-8.289991e+01,-7.632110e+01,-7.532515e+01
1.425000e+09,-8.374322e+01,-8.300118e+01,-7.602129e+01,-7.511056e+01
1.425667e+09,-8.354326e+01,-8.297321e+01,-7.564445e+01,-7.477608e+01
1.426333e+09,-8.375562e+01,-8.287887e+01,-7.559376e+01,-7.531204e+01
1.427000e+09,-8.361289e+01,-8.291653e+01,-7.565731e+01,-7.511135e+01
1.427667e+09,-8.360035e+01,-8.296322e+01,-7.555566e+01,-7.516775e+01
1.428333e+09,-8.368600e+01,-8.300850e+01,-7.590731e+01,-7.530283e+01
1.429000e+09,-8.339455e+01,-8.310659e+01,-7.538522e+01,-7.543067e+01
1.429667e+09,-8.377536e+01,-8.288244e+01,-7.587757e+01,-7.529434e+01
1.430333e+09,-8.397218e+01,-8.276931e+01,-7.585316e+01,-7.527135e+01
1.431000e+09,-8.362171e+01,-8.274757e+01,-7.575376e+01,-7.493745e+01
1.431667e+09,-8.381931e+01,-8.289467e+01,-7.600194e+01,-7.554939e+01
1.432333e+09,-8.376692e+01,-8.286923e+01,-7.549766e+01,-7.535453e+01
1.433000e+09,-8.377951e+01,-8.315444e+01,-7.557142e+01,-7.514600e+01
1.433667e+09,-8.326584e+01,-8.290062e+01,-7.527171e+01,-7.555321e+01
1.434333e+09,-8.363960e+01,-8.317787e+01,-7.547483e+01,-7.556390e+01
1.435000e+09,-8.366477e+01,-8.299549e+01,-7.538413e+01,-7.544709e+01
1.435667e+09,-8.351264e+01,-8.304443e+01,-7.534490e+01,-7.562058e+01
1.436333e+09,-8.321732e+01,-8.318181e+01,-7.540618e+01,-7.551478e+01
1.437000e+09,-8.322934e+01,-8.298157e+01,-7.549882e+01,-7.567159e+01
1.437667e+09,-8.320327e+01,-8.303118e+01,-7.538600e+01,-7.544000e+01
1.438333e+09,-8.298426e+01,-8.292791e+01,-7.519969e+01,-7.551765e+01
1.439000e+09,-8.306581e+01,-8.278525e+01,-7.515544e+01,-7.522264e+01
1.439667e+09,-8.315958e+01,-8.280205e+01,-7.504153e+01,-7.546375e+01
1.440333e+09,-8.304095e+01,-8.258236e+01,-7.507360e+01,-7.550754e+01
1.441000e+09,-8.323341e+01,-8.259086e+01,-7.523652e+01,-7.522670e+01
1.441667e+09,-8.313901e+01,-8.250740e+01,-7.485264e+01,-7.509946e+01
1.442333e+09,-8.321815e+01,-8.264301e+01,-7.514821e+01,-7.486415e+01
1.443000e+09,-8.342344e+01,-8.275584e+01,-7.514875e+01,-7.507690e+01
1.443667e+09,-8.344350e+01,-8.249252e+01,-7.567373e+01,-7.498247e+01
1.444333e+09,-8.364553e+01,-8.248382e+01,-7.573264e+01,-7.489740e+01
1.445000e+09,-8.322877e+01,-8.264721e+01,-7.542569e+01,-7.499957e+01
1.445667e+09,-8.295067e+01,-8.276676e+01,-7.562640e+01,-7.494362e+01
1.446333e+09,-8.331530e+01,-8.244569e+01,-7.549511e+01,-7.521518e+01
1.447000e+09,-8.374928e+01,-8.243906e+01,-7.539328e+01,-7.453899e+01
1.447667e+09,-8.305229e+01,-8.230670e+01,-7.513465e+01,-7.472260e+01
1.448333e+09,-8.309734e+01,-8.229903e+01,-7.515949e+01,-7.509169e+01
1.449000e+09,-8.313635e+01,-8.266680e+01,-7.513918e+01,-7.514836e+01
1.449667e+09,-8.297474e+01,-8.242448e+01,-7.546110e+01,-7.522708e+01
1.450333e+09,-8.301962e+01,-8.270498e+01,-7.525139e+01,-7.494880e+01
1.451000e+09,-8.313283e+01,-8.258677e+01,-7.575491e+01,-7.527332e+01
1.451667e+09,-8.332605e+01,-8.243992e+01,-7.538918e+01,-7.503566e+01
1.452333e+09,-8.355162e+01,-8.247538e+01,-7.540800e+01,-7.520714e+01
1.453000e+09,-8.358863e+01,-8.301453e+01,-7.571809e+01,-7.510172e+01
1.453667e+09,-8.314845e+01,-8.296378e+01,-7.566587e+01,-7.472341e+01
1.454333e+09,-8.329665e+01,-8.286916e+01,-7.548380e+01,-7.473664e+01
1.455000e+09,-8.330910e+01,-8.244982e+01,-7.544903e+01,-7.501553e+01
1.455667e+09,-8.294944e+01,-8.258277e+01,-7.505544e+01,-7.496903e+01
1.456333e+09,-8.298059e+01,-8.284864e+01,-7.491224e+01,-7.482760e+01
1.457000e+09,-8.273768e+01,-8.231240e+01,-7.485216e+01,-7.508628e+01
1.457667e+09,-8.292339e+01,-8.249543e+01,-7.472797e+01,-7.485680e+01
1.458333e+09,-8.245235e+01,-8.224932e+01,-7.437515e+01,-7.508538e+01
1.459000e+09,-8.265344e+01,-8.238066e+01,-7.452178e+01,-7.479793e+01
1.459667e+09,-8.278669e+01,-8.281681e+01,-7.459683e+01,-7.472731e+01
1.460333e+09,-8.277546e+01,-8.218484e+01,-7.457661e+01,-7.481464e+01
1.461000e+09,-8.245417e+01,-8.241275e+01,-7.447978e+01,-7.470672e+01
1.461667e+09,-8.248404e+01,-8.243254e+01,-7.435202e+01,-7.454681e+01
1.462333e+09,-8.236773e+01,-8.229264e+01,-7.423756e+01,-7.426792e+01
1.463000e+09,-8.269764e+01,-8.233047e+01,-7.399677e+01,-7.466512e+01
1.463667e+09,-8.237384e+01,-8.246795e+01,-7.429286e+01,-7.450261e+01
1.464333e+09,-8.240707e+01,-8.183148e+01,-7.438923e+01,-7.448712e+01
1.465000e+09,-8.263450e+01,-8.224338e+01,-7.408913e+01,-7.444733e+01
1.465667e+09,-8.231386e+01,-8.184242e+01,-7.429113e+01,-7.440767e+01
1.466333e+09,-8.237173e+01,-8.201624e+01,-7.407117e+01,-7.454439e+01
1.467000e+09,-8.218771e+01,-8.192925e+01,-7.408968e+01,-7.452473e+01
1.467667e+09,-8.221503e+01,-8.172264e+01,-7.454403e+01,-7.463303e+01
1.468333e+09,-8.219452e+01,-8.150567e+01,-7.430469e+01,-7.445381e+01
1.469000e+09,-8.238107e+01,-8.162327e+01,-7.403013e+01,-7.455667e+01
1.469667e+09,-8.227501e+01,-8.181550e+01,-7.429775e+01,-7.445915e+01
1.470333e+09,-8.210942e+01,-8.162172e+01,-7.408349e+01,-7.432881e+01
1.471000e+09,-8.232922e+01,-8.158674e+01,-7.420490e+01,-7.439190e+01
1.471667e+09,-8.241873e+01,-8.138991e+01,-7.465258e+01,-7.458955e+01
1.472333e+09,-8.253447e+01,-8.191138e+01,-7.458934e+01,-7.491795e+01
1.473000e+09,-8.252866e+01,-8.191626e+01,-7.464645e+01,-7.478610e+01
1.473667e+09,-8.287959e+01,-8.169110e+01,-7.453589e+01,-7.453893e+01
1.474333e+09,-8.230049e+01,-8.183799e+01,-7.465519e+01,-7.443815e+01
1.475000e+09,-8.249421e+01,-8.187716e+01,-7.467838e+01,-7.475102e+01
1.475667e+09,-8.232512e+01,-8.178245e+01,-7.468964e+01,-7.475946e+01
1.476333e+09,-8.240766e+01,-8.218963e+01,-7.430411e+01,-7.431550e+01
1.477000e+09,-8.210748e+01,-8.177731e+01,-7.450174e+01,-7.446404e+01
1.477667e+09,-8.205943e+01,-8.206848e+01,-7.419361e+01,-7.460734e+01
1.478333e+09,-8.223735e+01,-8.226443e+01,-7.432724e+01,-7.443872e+01
1.479000e+09,-8.234318e+01,-8.171434e+01,-7.417923e+01,-7.452688e+01
1.479667e+09,-8.214200e+01,-8.182903e+01,-7.412030e+01,-7.444957e+01
1.480333e+09,-8.228155e+01,-8.200691e+01,-7.422639e+01,-7.467557e+01
1.481000e+09,-8.255724e+01,-8.181227e+01,-7.427622e+01,-7.449145e+01
1.481667e+09,-8.242587e+01,-8.177893e+01,-7.411768e+01,-7.440229e+01
1.482333e+09,-8.232543e+01,-8.188048e+01,-7.400246e+01,-7.452743e+01
1.483000e+09,-8.244091e+01,-8.163373e+01,-7.411743e+01,-7.442313e+01
1.483667e+09,-8.248447e+01,-8.186999e+01,-7.412265e+01,-7.406028e+01
1.484333e+09,-8.175309e+01,-8.155024e+01,-7.363433e+01,-7.389530e+01
1.485000e+09,-8.221609e+01,-8.164023e+01,-7.369660e+01,-7.415461e+01
1.485667e+09,-8.190188e+01,-8.173735e+01,-7.388767e+01,-7.391307e+01
1.486333e+09,-8.182789e+01,-8.168312e+01,-7.369491e+01,-7.379202e+01
1.487000e+09,-8.173351e+01,-8.133609e+01,-7.363105e+01,-7.367269e+01
1.487667e+09,-8.174235e+01,-8.148616e+01,-7.373746e+01,-7.364438e+01
1.488333e+09,-8.202383e+01,-8.164041e+01,-7.337365e+01,-7.395567e+01
1.489000e+09,-8.175840e+01,-8.168182e+01,-7.356173e+01,-7.404011e+01
1.489667e+09,-8.176617e+01,-8.175550e+01,-7.346619e+01,-7.397890e+01
1.490333e+09,-8.191508e+01,-8.186830e+01,-7.363841e+01,-7.393609e+01
1.491000e+09,-8.155250e+01,-8.158188e+01,-7.391132e+01,-7.435033e+01
1.491667e+09,-8.191608e+01,-8.135419e+01,-7.346258e+01,-7.368211e+01
1.492333e+09,-8.201923e+01,-8.138998e+01,-7.346836e+01,-7.385119e+01
1.493000e+09,-8.181393e+01,-8.111888e+01,-7.360532e+01,-7.362304e+01
1.493667e+09,-8.179448e+01,-8.160224e+01,-7.358884e+01,-7.388982e+01
1.494333e+09,-8.182661e+01,-8.153627e+01,-7.413142e+01,-7.392578e+01
1.495000e+09,-8.179760e+01,-8.141411e+01,-7.394917e+01,-7.371701e+01
1.495667e+09,-8.184548e+01,-8.135714e+01,-7.412303e+01,-7.398624e+01
1.496333e+09,-8.184607e+01,-8.163511e+01,-7.399586e+01,-7.385534e+01
1.497000e+09,-8.231298e+01,-8.126876e+01,-7.363004e+01,-7.402531e+01
1.497667e+09,-8.218855e+01,-8.138359e+01,-7.398855e+01,-7.364411e+01
1.498333e+09,-8.179087e+01,-8.168458e+01,-7.388243e+01,-7.403187e+01
1.499000e+09,-8.205765e+01,-8.173839e+01,-7.387409e+01,-7.360599e+01
1.499667e+09,-8.182680e+01,-8.144711e+01,-7.364375e+01,-7.378317e+01
1.500333e+09,-8.153963e+01,-8.148229e+01,-7.384333e+01,-7.373504e+01
1.501000e+09,-8.176792e+01,-8.171298e+01,-7.380346e+01,-7.396181e+01
1.501667e+09,-8.194739e+01,-8.139381e+01,-7.373903e+01,-7.365085e+01
1.502333e+09,-8.200674e+01,-8.129248e+01,-7.405036e+01,-7.384330e+01
1.503000e+09,-8.217351e+01,-8.132652e+01,-7.374521e+01,-7.361466e+01
1.503667e+09,-8.204628e+01,-8.155423e+01,-7.414433e+01,-7.374306e+01
1.504333e+09,-8.197770e+01,-8.151908e+01,-7.391472e+01,-7.366729e+01
1.505000e+09,-8.207749e+01,-8.130290e+01,-7.373374e+01,-7.348271e+01
1.505667e+09,-8.191708e+01,-8.143357e+01,-7.379710e+01,-7.378195e+01
1.506333e+09,-8.182567e+01,-8.157955e+01,-7.361385e+01,-7.380807e+01
1.507000e+09,-8.216123e+01,-8.128063e+01,-7.348690e+01,-7.350953e+01
1.507667e+09,-8.175074e+01,-8.153837e+01,-7.359075e+01,-7.300872e+01
1.508333e+09,-8.205408e+01,-8.130396e+01,-7.344171e+01,-7.363062e+01
1.509000e+09,-8.161003e+01,-8.128083e+01,-7.348291e+01,-7.325708e+01
1.509667e+09,-8.176571e+01,-8.145147e+01,-7.351330e+01,-7.353291e+01
1.510333e+09,-8.146117e+01,-8.135778e+01,-7.369088e+01,-7.334275e+01
1.511000e+09,-8.173496e+01,-8.157503e+01,-7.368684e+01,-7.360275e+01
1.511667e+09,-8.215859e+01,-8.174057e+01,-7.355469e+01,-7.354097e+01
1.512333e+09,-8.208672e+01,-8.121608e+01,-7.342610e+01,-7.355226e+01
1.513000e+09,-8.224152e+01,-8.147277e+01,-7.347539e+01,-7.328493e+01
1.513667e+09,-8.218123e+01,-8.137729e+01,-7.398714e+01,-7.327271e+01
1.514333e+09,-8.219765e+01,-8.115972e+01,-7.357712e+01,-7.355524e+01
1.515000e+09,-8.216040e+01,-8.144834e+01,-7.395221e+01,-7.335505e+01
1.515667e+09,-8.228069e+01,-8.144227e+01,-7.374880e+01,-7.333593e+01
1.516333e+09,-8.221359e+01,-8.156480e+01,-7.386640e+01,-7.351349e+01
1.517000e+09,-8.178612e+01,-8.134447e+01,-7.383592e+01,-7.352023e+01
1.517667e+09,-8.158279e+01,-8.138354e+01,-7.377231e+01,-7.350745e+01
1.518333e+09,-8.195740e+01,-8.156496e+01,-7.363723e+01,-7.373069e+01
1.519000e+09,-8.179088e+01,-8.150846e+01,-7.396327e+01,-7.360731e+01
1.519667e+09,-8.199611e+01,-8.155227e+01,-7.377454e+01,-7.371183e+01
1.520333e+09,-8.190716e+01,-8.164863e+01,-7.380552e+01,-7.348093e+01
1.521000e+09,-8.196106e+01,-8.132187e+01,-7.407259e+01,-7.357860e+01
1.521667e+09,-8.251938e+01,-8.154325e+01,-7.371885e+01,-7.339720e+01
1.522333e+09,-8.249699e+01,-8.127943e+01,-7.435917e+01,-7.359662e+01
1.523000e+09,-8.240322e+01,-8.120308e+01,-7.416435e+01,-7.364593e+01
1.523667e+09,-8.244813e+01,-8.142966e+01,-7.422115e+01,-7.376643e+01
1.524333e+09,-8.211030e+01,-8.103365e+01,-7.428900e+01,-7.355413e+01
1.525000e+09,-7.737045e+01,-7.569748e+01,-7.412335e+01,-7.372703e+01
1.525667e+09,-7.020027e+01,-6.816111e+01,-7.400252e+01,-7.371758e+01
1.526333e+09,-6.903810e+01,-6.696999e+01,-7.413177e+01,-7.385264e+01
1.527000e+09,-7.191601e+01,-7.120451e+01,-7.409054e+01,-7.371745e+01
1.527667e+09,-7.603266e+01,-7.599415e+01,-7.377106e+01,-7.350971e+01
1.528333e+09,-7.749899e+01,-7.685986e+01,-7.419901e+01,-7.376182e+01
1.529000e+09,-7.739654e+01,-7.691105e+01,-7.392926e+01,-7.330409e+01
1.529667e+09,-7.556302e+01,-7.547832e+01,-7.377337e+01,-7.356038e+01
1.530333e+09,-7.237208e+01,-7.248350e+01,-7.405595e+01,-7.350641e+01
1.531000e+09,-7.321924e+01,-7.263383e+01,-7.404697e+01,-7.345776e+01
1.531667e+09,-7.425810e+01,-7.309716e+01,-7.388744e+01,-7.363476e+01
1.532333e+09,-7.410672e+01,-7.252326e+01,-7.446939e+01,-7.347684e+01
1.533000e+09,-7.420913e+01,-7.297048e+01,-7.412217e+01,-7.360034e+01
1.533667e+09,-7.154134e+01,-7.087865e+01,-7.402804e+01,-7.298788e+01
1.534333e+09,-7.021549e+01,-7.016416e+01,-7.395786e+01,-7.341240e+01
1.535000e+09,-7.190961e+01,-7.094351e+01,-7.398559e+01,-7.338371e+01
1.535667e+09,-7.064910e+01,-6.842681e+01,-7.397841e+01,-7.372521e+01
1.536333e+09,-7.455998e+01,-7.226249e+01,-7.430330e+01,-7.345218e+01
1.537000e+09,-7.755132e+01,-7.580443e+01,-7.414156e+01,-7.373362e+01
1.537667e+09,-7.990542e+01,-7.805835e+01,-7.445863e+01,-7.382956e+01
1.538333e+09,-7.940807e+01,-7.743664e+01,-7.415954e+01,-7.372900e+01
1.539000e+09,-7.739295e+01,-7.537948e+01,-7.420961e+01,-7.388858e+01
1.539667e+09,-7.806120e+01,-7.532536e+01,-7.435464e+01,-7.361813e+01
1.540333e+09,-7.234342e+01,-6.973175e+01,-7.452917e+01,-7.394521e+01
1.541000e+09,-7.086364e+01,-6.793264e+01,-7.470278e+01,-7.398592e+01
1.541667e+09,-7.280766e+01,-6.970023e+01,-7.445680e+01,-7.382160e+01
1.542333e+09,-7.663731e+01,-7.416010e+01,-7.476541e+01,-7.372421e+01
1.543000e+09,-7.427954e+01,-7.140381e+01,-7.521043e+01,-7.348502e+01
