Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.048000,Auto
Start Frequency,+1.155000000e+09
Stop Frequency,+1.655000000e+09
Offset Frequency,+0.000000000e+00
Average Type,Log Pwr
RBW,1000000.000000,Auto
VBW,1000000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
PreAmp State,ON
Ref Level,-4.000000000e+01
Attenuation,1,Manual
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
External Trigger Edge,FALL
Video Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,View,View,View,View
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
1.543667e+09,-7.708726e+01,-7.392227e+01,-7.513468e+01,-7.377257e+01
1.544333e+09,-7.931037e+01,-7.815342e+01,-7.483109e+01,-7.374522e+01
1.545000e+09,-7.888537e+01,-7.658582e+01,-7.508037e+01,-7.422043e+01
1.545667e+09,-7.809619e+01,-7.650982e+01,-7.517162e+01,-7.374838e+01
1.546333e+09,-7.692284e+01,-7.628175e+01,-7.531132e+01,-7.400013e+01
1.547000e+09,-7.600310e+01,-7.441113e+01,-7.517233e+01,-7.427409e+01
1.547667e+09,-7.449678e+01,-7.296505e+01,-7.486807e+01,-7.385169e+01
1.548333e+09,-7.636968e+01,-7.536592e+01,-7.520940e+01,-7.399763e+01
1.549000e+09,-7.504754e+01,-7.393044e+01,-7.548215e+01,-7.396560e+01
1.549667e+09,-7.393312e+01,-7.257384e+01,-7.533631e+01,-7.383193e+01
1.550333e+09,-7.673863e+01,-7.541262e+01,-7.577082e+01,-7.389126e+01
1.551000e+09,-7.913672e+01,-7.772801e+01,-7.479069e+01,-7.422901e+01
1.551667e+09,-8.016683e+01,-7.866587e+01,-7.531793e+01,-7.409150e+01
1.552333e+09,-8.019406e+01,-7.804083e+01,-7.553336e+01,-7.412865e+01
1.553000e+09,-7.912918e+01,-7.693820e+01,-7.554013e+01,-7.419101e+01
1.553667e+09,-7.778402e+01,-7.653016e+01,-7.572933e+01,-7.409989e+01
1.554333e+09,-7.776858e+01,-7.662679e+01,-7.571823e+01,-7.431202e+01
1.555000e+09,-7.575425e+01,-7.316696e+01,-7.585880e+01,-7.415372e+01
1.555667e+09,-7.305036e+01,-7.040582e+01,-7.565494e+01,-7.406286e+01
1.556333e+09,-7.394016e+01,-7.005530e+01,-7.566737e+01,-7.443259e+01
1.557000e+09,-6.951146e+01,-6.396891e+01,-7.563660e+01,-7.433908e+01
1.557667e+09,-6.959941e+01,-6.439157e+01,-7.560915e+01,-7.421879e+01
1.558333e+09,-7.573489e+01,-7.170067e+01,-7.594174e+01,-7.475746e+01
1.559000e+09,-7.658187e+01,-7.485364e+01,-7.567265e+01,-7.422276e+01
1.559667e+09,-7.587429e+01,-7.396794e+01,-7.623540e+01,-7.475616e+01
1.560333e+09,-7.485019e+01,-7.314180e+01,-7.606598e+01,-7.481409e+01
1.561000e+09,-7.491447e+01,-7.301152e+01,-7.628280e+01,-7.488181e+01
1.561667e+09,-7.621471e+01,-7.459086e+01,-7.623666e+01,-7.483294e+01
1.562333e+09,-7.964315e+01,-7.762309e+01,-7.635210e+01,-7.487547e+01
1.563000e+09,-8.263491e+01,-8.086691e+01,-7.634407e+01,-7.506625e+01
1.563667e+09,-8.313611e+01,-8.102490e+01,-7.648595e+01,-7.497582e+01
1.564333e+09,-8.306792e+01,-8.129172e+01,-7.677510e+01,-7.521056e+01
1.565000e+09,-8.399709e+01,-8.155589e+01,-7.720379e+01,-7.499237e+01
1.565667e+09,-8.382014e+01,-8.158661e+01,-7.706153e+01,-7.521174e+01
1.566333e+09,-8.387727e+01,-8.129731e+01,-7.756069e+01,-7.554297e+01
1.567000e+09,-8.474011e+01,-8.202515e+01,-7.773617e+01,-7.556599e+01
1.567667e+09,-8.441613e+01,-8.187784e+01,-7.779576e+01,-7.577521e+01
1.568333e+09,-8.401945e+01,-8.180135e+01,-7.806617e+01,-7.592981e+01
1.569000e+09,-8.349396e+01,-8.093291e+01,-7.854722e+01,-7.594315e+01
1.569667e+09,-8.370250e+01,-8.055561e+01,-7.800562e+01,-7.598121e+01
1.570333e+09,-8.392351e+01,-8.139153e+01,-7.814619e+01,-7.615275e+01
1.571000e+09,-8.441973e+01,-8.212072e+01,-7.835975e+01,-7.635914e+01
1.571667e+09,-8.424056e+01,-8.207376e+01,-7.871301e+01,-7.623744e+01
1.572333e+09,-8.366860e+01,-8.094366e+01,-7.848733e+01,-7.642007e+01
1.573000e+09,-8.371379e+01,-8.102877e+01,-7.857421e+01,-7.642044e+01
1.573667e+09,-8.208759e+01,-7.875712e+01,-7.908821e+01,-7.621650e+01
1.574333e+09,-7.789230e+01,-7.464145e+01,-7.936829e+01,-7.686831e+01
1.575000e+09,-7.634795e+01,-7.259259e+01,-7.990240e+01,-7.685972e+01
1.575667e+09,-7.613500e+01,-7.258552e+01,-8.028643e+01,-7.704370e+01
1.576333e+09,-7.794958e+01,-7.417799e+01,-8.028476e+01,-7.724939e+01
1.577000e+09,-8.182650e+01,-7.803354e+01,-8.034330e+01,-7.762719e+01
1.577667e+09,-8.520503e+01,-8.221598e+01,-8.060750e+01,-7.774782e+01
1.578333e+09,-8.513200e+01,-8.213963e+01,-8.087821e+01,-7.793032e+01
1.579000e+09,-8.596562e+01,-8.299657e+01,-8.055580e+01,-7.768784e+01
1.579667e+09,-8.655713e+01,-8.416350e+01,-8.072196e+01,-7.804292e+01
1.580333e+09,-8.641010e+01,-8.427478e+01,-8.056546e+01,-7.808141e+01
1.581000e+09,-8.638301e+01,-8.396858e+01,-8.096008e+01,-7.837893e+01
1.581667e+09,-8.616296e+01,-8.383241e+01,-8.105368e+01,-7.866068e+01
1.582333e+09,-8.709922e+01,-8.477141e+01,-8.134639e+01,-7.891180e+01
1.583000e+09,-8.777131e+01,-8.525225e+01,-8.172112e+01,-7.923971e+01
1.583667e+09,-8.819008e+01,-8.553456e+01,-8.185938e+01,-7.971807e+01
1.584333e+09,-8.810605e+01,-8.562699e+01,-8.239881e+01,-7.989936e+01
1.585000e+09,-8.814504e+01,-8.579699e+01,-8.225535e+01,-7.999268e+01
1.585667e+09,-8.893306e+01,-8.615285e+01,-8.268430e+01,-8.015894e+01
1.586333e+09,-8.858430e+01,-8.629476e+01,-8.254684e+01,-8.003749e+01
1.587000e+09,-8.892076e+01,-8.644996e+01,-8.287400e+01,-8.053904e+01
1.587667e+09,-8.923850e+01,-8.712275e+01,-8.279406e+01,-8.059043e+01
1.588333e+09,-8.905045e+01,-8.626289e+01,-8.349566e+01,-8.072352e+01
1.589000e+09,-8.724282e+01,-8.413012e+01,-8.382098e+01,-8.136280e+01
1.589667e+09,-8.571310e+01,-8.205662e+01,-8.413369e+01,-8.163935e+01
1.590333e+09,-8.524278e+01,-8.121653e+01,-8.446213e+01,-8.182012e+01
1.591000e+09,-8.562001e+01,-8.136832e+01,-8.479076e+01,-8.183943e+01
1.591667e+09,-8.681587e+01,-8.288680e+01,-8.468103e+01,-8.254365e+01
1.592333e+09,-8.855026e+01,-8.531438e+01,-8.494573e+01,-8.274868e+01
1.593000e+09,-9.062204e+01,-8.840303e+01,-8.485463e+01,-8.306468e+01
1.593667e+09,-9.088481e+01,-8.936203e+01,-8.507411e+01,-8.274473e+01
1.594333e+09,-9.082307e+01,-8.934866e+01,-8.542226e+01,-8.285355e+01
1.595000e+09,-9.166981e+01,-8.910311e+01,-8.549908e+01,-8.303590e+01
1.595667e+09,-9.188387e+01,-9.012153e+01,-8.608222e+01,-8.318360e+01
1.596333e+09,-9.225197e+01,-9.000543e+01,-8.653114e+01,-8.335971e+01
1.597000e+09,-9.246688e+01,-9.008081e+01,-8.699285e+01,-8.402657e+01
1.597667e+09,-9.238863e+01,-9.002529e+01,-8.730967e+01,-8.437362e+01
1.598333e+09,-9.249860e+01,-8.954416e+01,-8.798459e+01,-8.505387e+01
1.599000e+09,-9.141914e+01,-8.906551e+01,-8.816646e+01,-8.497506e+01
1.599667e+09,-9.099288e+01,-8.826801e+01,-8.821897e+01,-8.535069e+01
1.600333e+09,-9.051000e+01,-8.754753e+01,-8.839140e+01,-8.545852e+01
1.601000e+09,-9.074564e+01,-8.818808e+01,-8.833201e+01,-8.558659e+01
1.601667e+09,-8.999279e+01,-8.738608e+01,-8.793666e+01,-8.560353e+01
1.602333e+09,-9.055577e+01,-8.739013e+01,-8.804050e+01,-8.560405e+01
1.603000e+09,-9.175741e+01,-9.000552e+01,-8.796993e+01,-8.581674e+01
1.603667e+09,-9.163890e+01,-8.964825e+01,-8.828848e+01,-8.626764e+01
1.604333e+09,-9.128141e+01,-8.973283e+01,-8.860224e+01,-8.641356e+01
1.605000e+09,-9.305505e+01,-9.086671e+01,-8.926454e+01,-8.669206e+01
1.605667e+09,-9.382674e+01,-9.231449e+01,-8.944487e+01,-8.711373e+01
1.606333e+09,-9.421592e+01,-9.289670e+01,-8.994180e+01,-8.751141e+01
1.607000e+09,-9.443655e+01,-9.314498e+01,-9.013903e+01,-8.810796e+01
1.607667e+09,-9.475003e+01,-9.375189e+01,-9.024603e+01,-8.784587e+01
1.608333e+09,-9.473325e+01,-9.344327e+01,-9.050187e+01,-8.811843e+01
1.609000e+09,-9.488366e+01,-9.376648e+01,-9.057996e+01,-8.801961e+01
1.609667e+09,-9.476624e+01,-9.390703e+01,-9.035329e+01,-8.788483e+01
1.610333e+09,-9.488063e+01,-9.377850e+01,-9.079651e+01,-8.824248e+01
1.611000e+09,-9.479058e+01,-9.438252e+01,-9.036388e+01,-8.812518e+01
1.611667e+09,-9.503788e+01,-9.420241e+01,-9.047697e+01,-8.852424e+01
1.612333e+09,-9.520418e+01,-9.444694e+01,-9.094678e+01,-8.887479e+01
1.613000e+09,-9.536632e+01,-9.430048e+01,-9.106196e+01,-8.915572e+01
1.613667e+09,-9.506452e+01,-9.451702e+01,-9.101950e+01,-8.958091e+01
1.614333e+09,-9.528764e+01,-9.489552e+01,-9.166731e+01,-9.009057e+01
1.615000e+09,-9.548036e+01,-9.475679e+01,-9.169049e+01,-9.008165e+01
1.615667e+09,-9.548994e+01,-9.489675e+01,-9.173623e+01,-9.017661e+01
1.616333e+09,-9.524957e+01,-9.489886e+01,-9.174243e+01,-9.001925e+01
1.617000e+09,-9.551445e+01,-9.532511e+01,-9.212194e+01,-9.007757e+01
1.617667e+09,-9.536007e+01,-9.513364e+01,-9.239740e+01,-9.012772e+01
1.618333e+09,-9.524570e+01,-9.512307e+01,-9.250521e+01,-9.039670e+01
1.619000e+09,-9.552715e+01,-9.484610e+01,-9.313058e+01,-9.074681e+01
1.619667e+09,-9.545197e+01,-9.518241e+01,-9.341810e+01,-9.092983e+01
1.620333e+09,-9.593329e+01,-9.447536e+01,-9.357894e+01,-9.106374e+01
1.621000e+09,-9.526934e+01,-9.449698e+01,-9.349290e+01,-9.150288e+01
1.621667e+09,-9.561380e+01,-9.465134e+01,-9.366302e+01,-9.168850e+01
1.622333e+09,-9.586925e+01,-9.485161e+01,-9.375816e+01,-9.206834e+01
1.623000e+09,-9.563886e+01,-9.460148e+01,-9.356367e+01,-9.243619e+01
1.623667e+09,-9.523503e+01,-9.331607e+01,-9.344627e+01,-9.226160e+01
1.624333e+09,-9.435001e+01,-9.294321e+01,-9.344519e+01,-9.226158e+01
1.625000e+09,-9.505644e+01,-9.388599e+01,-9.368389e+01,-9.272376e+01
1.625667e+09,-9.531516e+01,-9.413331e+01,-9.373104e+01,-9.233703e+01
1.626333e+09,-9.540646e+01,-9.414289e+01,-9.398050e+01,-9.264755e+01
1.627000e+09,-9.567816e+01,-9.492200e+01,-9.431286e+01,-9.294710e+01
1.627667e+09,-9.625633e+01,-9.600325e+01,-9.454542e+01,-9.297945e+01
1.628333e+09,-9.636915e+01,-9.646102e+01,-9.511879e+01,-9.335237e+01
1.629000e+09,-9.667159e+01,-9.628962e+01,-9.544795e+01,-9.383402e+01
1.629667e+09,-9.621056e+01,-9.622433e+01,-9.501277e+01,-9.382466e+01
1.630333e+09,-9.645759e+01,-9.629520e+01,-9.527569e+01,-9.395532e+01
1.631000e+09,-9.618866e+01,-9.625177e+01,-9.522198e+01,-9.401235e+01
1.631667e+09,-9.657499e+01,-9.647676e+01,-9.540542e+01,-9.395003e+01
1.632333e+09,-9.655557e+01,-9.648876e+01,-9.508961e+01,-9.435775e+01
1.633000e+09,-9.645708e+01,-9.648975e+01,-9.530767e+01,-9.387535e+01
1.633667e+09,-9.682946e+01,-9.637380e+01,-9.499061e+01,-9.396604e+01
1.634333e+09,-9.641083e+01,-9.658657e+01,-9.499557e+01,-9.418504e+01
1.635000e+09,-9.665200e+01,-9.655588e+01,-9.520247e+01,-9.408277e+01
1.635667e+09,-9.627280e+01,-9.659061e+01,-9.520387e+01,-9.445389e+01
1.636333e+09,-9.644295e+01,-9.672681e+01,-9.555853e+01,-9.460776e+01
1.637000e+09,-9.684935e+01,-9.669604e+01,-9.552057e+01,-9.499272e+01
1.637667e+09,-9.652742e+01,-9.657043e+01,-9.553902e+01,-9.469943e+01
1.638333e+09,-9.669814e+01,-9.664838e+01,-9.555122e+01,-9.488326e+01
1.639000e+09,-9.692481e+01,-9.655785e+01,-9.565387e+01,-9.484062e+01
1.639667e+09,-9.635890e+01,-9.668601e+01,-9.569807e+01,-9.469460e+01
1.640333e+09,-9.658682e+01,-9.668410e+01,-9.590312e+01,-9.496909e+01
1.641000e+09,-9.685390e+01,-9.677977e+01,-9.585870e+01,-9.506439e+01
1.641667e+09,-9.653021e+01,-9.649741e+01,-9.582730e+01,-9.493326e+01
1.642333e+09,-9.649258e+01,-9.684097e+01,-9.609936e+01,-9.490099e+01
1.643000e+09,-9.686578e+01,-9.681559e+01,-9.577666e+01,-9.516001e+01
1.643667e+09,-9.659627e+01,-9.654157e+01,-9.622957e+01,-9.530940e+01
1.644333e+09,-9.642947e+01,-9.670422e+01,-9.594231e+01,-9.527541e+01
1.645000e+09,-9.685586e+01,-9.659062e+01,-9.630462e+01,-9.529197e+01
1.645667e+09,-9.688564e+01,-9.661951e+01,-9.622635e+01,-9.562533e+01
1.646333e+09,-9.670582e+01,-9.669645e+01,-9.605740e+01,-9.553533e+01
1.647000e+09,-9.687068e+01,-9.662946e+01,-9.624120e+01,-9.551064e+01
1.647667e+09,-9.683118e+01,-9.667780e+01,-9.589543e+01,-9.546937e+01
1.648333e+09,-9.637989e+01,-9.679495e+01,-9.629200e+01,-9.533675e+01
1.649000e+09,-9.689708e+01,-9.695787e+01,-9.633974e+01,-9.566743e+01
1.649667e+09,-9.699718e+01,-9.726941e+01,-9.649505e+01,-9.578053e+01
1.650333e+09,-9.705881e+01,-9.729037e+01,-9.645212e+01,-9.600095e+01
1.651000e+09,-9.669873e+01,-9.706323e+01,-9.661962e+01,-9.559665e+01
1.651667e+09,-9.678026e+01,-9.686829e+01,-9.645326e+01,-9.606906e+01
1.652333e+09,-9.699361e+01,-9.715091e+01,-9.679013e+01,-9.596823e+01
1.653000e+09,-9.700314e+01,-9.697833e+01,-9.682517e+01,-9.611115e+01
1.653667e+09,-9.695437e+01,-9.703641e+01,-9.670832e+01,-9.633268e+01
1.654333e+09,-9.684205e+01,-9.734249e+01,-9.687387e+01,-9.615951e+01
1.655000e+09,-9.716997e+01,-9.694958e+01,-9.667813e+01,-9.603809e+01
