Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.258000,Auto
Start Frequency,+1.155000000e+09
Stop Frequency,+1.655000000e+09
Offset Frequency,+0.000000000e+00
Average Type,Log Pwr
RBW,1000000.000000,Manual
VBW,30000.000000,Manual
Sweep Type,Continuous
Sweep Mode,Auto
Sweep Rule,Speed
PreAmp State,ON
Ref Level,-4.000000000e+01
Attenuation,0,Manual
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
External Trigger Edge,FALL
Video Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B
Trace Type,View,View
Trace Detector,Average,Average
Trace Data
1.155000e+09,-7.531250e+01,-7.474121e+01
1.155667e+09,-7.478516e+01,-7.457031e+01
1.156333e+09,-7.463867e+01,-7.416992e+01
1.157000e+09,-7.437012e+01,-7.403320e+01
1.157667e+09,-7.402344e+01,-7.378418e+01
1.158333e+09,-7.448730e+01,-7.400391e+01
1.159000e+09,-7.417969e+01,-7.415527e+01
1.159667e+09,-7.451172e+01,-7.364258e+01
1.160333e+09,-7.425293e+01,-7.428223e+01
1.161000e+09,-7.443359e+01,-7.370117e+01
1.161667e+09,-7.443359e+01,-7.410645e+01
1.162333e+09,-7.441895e+01,-7.403809e+01
1.163000e+09,-7.440430e+01,-7.368164e+01
1.163667e+09,-7.417480e+01,-7.395020e+01
1.164333e+09,-7.395996e+01,-7.352051e+01
1.165000e+09,-7.385254e+01,-7.351562e+01
1.165667e+09,-7.335938e+01,-7.334961e+01
1.166333e+09,-7.325195e+01,-7.314453e+01
1.167000e+09,-7.345703e+01,-7.289062e+01
1.167667e+09,-7.337891e+01,-7.293945e+01
1.168333e+09,-7.308105e+01,-7.305664e+01
1.169000e+09,-7.299316e+01,-7.288574e+01
1.169667e+09,-7.348633e+01,-7.310059e+01
1.170333e+09,-7.350586e+01,-7.322754e+01
1.171000e+09,-7.361328e+01,-7.300781e+01
1.171667e+09,-7.348633e+01,-7.285156e+01
1.172333e+09,-7.334961e+01,-7.303711e+01
1.173000e+09,-7.356445e+01,-7.298828e+01
1.173667e+09,-7.357910e+01,-7.310059e+01
1.174333e+09,-7.336914e+01,-7.298340e+01
1.175000e+09,-7.314453e+01,-7.283691e+01
1.175667e+09,-7.341797e+01,-7.289551e+01
1.176333e+09,-7.303711e+01,-7.263184e+01
1.177000e+09,-7.320312e+01,-7.280273e+01
1.177667e+09,-7.286133e+01,-7.263672e+01
1.178333e+09,-7.315430e+01,-7.252930e+01
